Id;Text;Size
1749;soe'er;1
1750;desires;1
1751;Hamlet].;1
1752;Come.;1
1753;OTHER;1
1754;PUNITIVE;1
1755;worst.;1
1756;mistress;1
1757;unmanly;1
1758;smiling,;1
1759;See,;1
1760;Aboard,;1
1761;tedious;1
1762;lie;1
1763;apparel;1
1764;Taint;1
1765;star,;1
1766;fellows;1
1767;star.;1
1768;plast'ring;1
1769;rul'd.;1
1770;glass;1
1771;offal.;1
1772;judgments;1
1773;tetter;1
1774;desire.;1
1775;desire,;1
1776;joint-labourer;1
1777;wassail,;1
1778;another.;1
1779;Seem;1
1780;thunder.;1
1781;Grows;1
1782;observance.;1
1783;Seek;1
1784;desire;;1
1785;home,;1
1786;anger.;1
1787;clad,;1
1788;rede.;1
1789;home!;1
1790;Roasted;1
1791;silver'd.;1
1792;witchcraft;1
1793;anon;1
1794;opposing;1
1795;Happy;1
1796;visitation?;1
1797;outwards);1
1798;start;1
1799;titles;1
1800;WHAT;1
1801;equal;1
1802;wrung;1
1803;canker;1
1804;marvel;1
1805;behav'd,;1
1806;thereabout;1
1807;Fortune;1
1808;lo!;1
1809;blastments;1
1810;idol,;1
1811;'em?;1
1812;palm;1
1813;aspect,;1
1814;unholy;1
1815;hearer!;1
1816;trains;1
1817;three;1
1818;unlimited.;1
1819;WHEN;1
1820;King!;1
1821;golden;1
1822;enter;1
1823;pastime?;1
1824;majestical,;1
1825;better!;1
1826;INCIDENTAL;1
1827;hour.;1
1828;entreated;1
1829;comes!;1
1830;blow,;1
1831;wonderful!;1
1832;Gentleman,;1
1833;myself,;1
1834;Dane;1
1835;suits,;1
1836;NOTICE;1
1837;(if;1
1838;enterprise;1
1839;Given;1
1840;truth.;1
1841;observers-;1
1842;unknown;1
1843;planets;1
1844;keep,;1
1845;low;1
1846;merely;1
1847;1999;1
1848;truth;;1
1849;meant;1
1850;whipping?;1
1851;blown;1
1852;Player.];1
1853;persever;1
1854;eternal;1
1855;fetch;1
1856;sorrow.;1
1857;Gives;1
1858;colour,;1
1859;moon.;1
1860;colour.;1
1861;match'd,;1
1862;clip;1
1863;moon,;1
1864;quick;1
1865;angel!;1
1866;weakness,;1
1867;dollar,;1
1868;any);1
1869;denote;1
1870;shown;1
1871;Prison,;1
1872;disk,;1
1873;Lords;1
1874;streets,;1
1875;marvell's;1
1876;raves,;1
1877;ANYONE;1
1878;Making;1
1879;harrow;1
1880;minutes;1
1881;Youth;1
1882;Conception;1
1883;streets;;1
1884;None,;1
1885;done;1
1886;him.';1
1887;berattle;1
1888;mistress?;1
1889;proclaims;1
1890;ease;1
1891;tent;1
1892;directors,;1
1893;Say;1
1894;radiant;1
1895;daughter?;1
1896;awork;;1
1897;this!;1
1898;strumpet.;1
1899;east;1
1900;declining;1
1901;"AS-IS".;1
1902;Is't;1
1903;sixteen;1
1904;pin's;1
1905;Wherefore;1
1906;relief;1
1907;this-;1
1908;firmament,;1
1909;Neptune's;1
1910;minute;;1
1911;revenge;1
1912;pity;;1
1913;heavily;1
1914;Defect.;1
1915;third;1
1916;servants;;1
1917;fitting;1
1918;corse;1
1919;contracted;1
1920;arms?;1
1921;brothel,;1
1922;phrase;;1
1923;underline;1
1924;smiles;1
1925;fiery;1
1926;beneath.;1
1927;ambiguous;1
1928;travel?;1
1929;Whither;1
1930;us'd;1
1931;invulnerable,;1
1932;path;1
1933;head-shake,;1
1934;crack;1
1935;creatures,;1
1936;finds;1
1937;pate;1
1938;[to;1
1939;adulterate;1
1940;MEDIUM;1
1941;carefully;1
1942;going;1
1943;pass;1
1944;past;1
1945;"Project;1
1946;mourning;1
1947;LIBRARY;1
1948;shoe?;1
1949;See;1
1950;phrase.;1
1951;*Project;1
1952;indirections;1
1953;[Etext;1
1954;worth,;1
1955;relative;1
1956;Set;1
1957;dout;1
1958;late?;1
1959;investments;1
1960;beggars';1
1961;foot.;1
1962;adoption;1
1963;beast,;1
1964;damn'd;1
1965;unlike;1
1966;late-;1
1967;Season;1
1968;ambassadors;1
1969;enough.;1
1970;Refund";1
1971;shoes;1
1972;alteration,;1
1973;obsequious;1
1974;retrograde;1
1975;stage;1
1976;fine.;1
1977;fine,;1
1978;assur'd;1
1979;o'erleavens;1
1980;(so;1
1981;target;;1
1982;friends.";1
1983;upping;1
1984;virtue,;1
1985;scandal.;1
1986;She;1
1987;perform'd;1
1988;believe,;1
1989;Disasters;1
1990;bird;1
1991;Happily;1
1992;loins,;1
1993;friends.-;1
1994;LICENSE;1
1995;suiting;1
1996;puzzles;1
1997;bray;1
1998;shadow's;1
1999;hideous;1
2000;feast;1
2001;pay,;1
2002;parching;1
2003;DAMAGES.;1
2004;DAMAGES,;1
2005;importunity.;1
2006;gratefully;1
2007;inoculate;1
2008;Dar'd;1
2009;Sit;1
2010;truant;1
2011;occasion;1
2012;incontinency.;1
2013;loan;1
2014;lisp;;1
2015;fear?;1
2016;Neither,;1
2017;back;1
2018;worthy;1
2019;states;1
2020;awry;1
2021;pales;1
2022;bethought!;1
2023;load;1
2024;Voltemand;1
2025;letter.;1
2026;mad?;1
2027;visage,;1
2028;'Gainst;1
2029;ecstasy;1
2030;length;1
2031;mad,;1
2032;occasion.;1
2033;up-;1
2034;crab,;1
2035;blossoms;1
2036;arms,;1
2037;arms.;1
2038;grant;1
2039;articles;1
2040;up;;1
2041;faculties!;1
2042;do-;1
2043;'O;1
2044;Plautus;1
2045;thick;1
2046;relish;1
2047;December;1
2048;carrion-;1
2049;know.;1
2050;stalk;1
2051;do?;1
2052;horrors-;1
2053;Virtue;1
2054;whereat;1
2055;express'd;1
2056;lock;1
2057;fools;1
2058;about,;1
2059;Farewell!;1
2060;uncle-father;1
2061;TO?;1
2062;remains,;1
2063;(O;1
2064;Mail:;1
2065;coming.;1
2066;lack.;1
2067;God-a-mercy.;1
2068;Priam's;1
2069;quintessence;1
2070;fear.;1
2071;bespeak:;1
2072;parle,;1
2073;loud,;1
2074;prince,;1
2075;nobility;1
2076;us!;1
2077;fool;;1
2078;confines,;1
2079;stamp;1
2080;bands;1
2081;feather.;1
2082;embark'd.;1
2083;fool.;1
2084;fee;;1
2085;leisure;1
2086;typo-corrected;1
2087;outstretch'd;1
2088;'not;1
2089;list!;1
2090;inky;1
2091;canoniz'd;1
2092;forward;1
2093;[aside;1
2094;lacks;1
2095;Roman;1
2096;unseen,;1
2097;list,;1
2098;brow,;1
2099;space,;1
2100;woe.;1
2101;dulls;1
2102;scopes;1
2103;stale,;1
2104;mail;1
2105;brokers,;1
2106;gaming,;1
2107;bait;1
2108;feel;1
2109;31,;1
2110;duty?;1
2111;wisdoms,;1
2112;[Ghost;1
2113;Roscius;1
2114;lungs;1
2115;maid;1
2116;likes;1
2117;waste;1
2118;watch.;1
2119;escoted?;1
2120;blazes,;1
2121;conceit?;1
2122;martial;1
2123;directions;1
2124;gaming;;1
2125;OTHERWISE;1
2126;etext);1
2127;handsome;1
2128;twas;1
2129;us'd;;1
2130;senseless;1
2131;tilde;1
2132;breath;1
2133;watch;;1
2134;reckless;1
2135;consonancy;1
2136;compos'd;1
2137;hither;1
2138;brother.;1
2139;physical;1
2140;included;1
2141;met;1
2142;palmy;1
2143;eclipse.;1
2144;opposed;1
2145;rebuke;1
2146;waving;1
2147;pick'd;1
2148;gentry;1
2149;admittance;1
2150;witness;1
2151;Norway;1
2152;romage;1
2153;lodge;1
2154;mercy;1
2155;comrade.;1
2156;inform;1
2157;danger;1
2158;crash;1
2159;Print;1
2160;sizes;1
2161;jig,;1
2162;brow;1
2163;moderate;1
2164;beaten;1
2165;ducats;1
2166;benefit;1
2167;stole,;1
2168;fiction,;1
2169;man!;1
2170;2.;1
2171;friendship,;1
2172;last.;1
2173;last,;1
2174;Perpend.;1
2175;invites;1
2176;womb;1
2177;3.;1
2178;never,;1
2179;rais'd;1
2180;sleep.;1
2181;sleep,;1
2182;heavenly;1
2183;releases;1
2184;reverend;1
2185;dye;1
2186;seeks.';1
2187;seem,;1
2188;increasing;1
2189;4.;1
2190;rebels,;1
2191;(including;1
2192;HAMLET.';1
2193;'twere,;1
2194;acted;;1
2195;locks;1
2196;(Marcellus;1
2197;behooves;1
2198;Last;1
2199;blanket,;1
2200;paces;1
2201;Thus:;1
2202;First;1
2203;bare;1
2204;Rome,;1
2205;hold,;1
2206;dropping;1
2207;Was,;1
2208;bears;1
2209;Rome-;1
2210;forth.;1
2211;grounds;1
2212;pestilent;1
2213;Reynaldo?;1
2214;dumb,;1
2215;farewell;1
2216;allow;1
2217;swearing,;1
2218;proper;1
2219;lot,;1
2220;Time;1
2221;beast;1
2222;bitter;1
2223;speed;1
2224;admit;1
2225;King's;1
2226;preparations,;1
2227;coil,;1
2228;Flourish;1
2229;.AND;1
2230;prologue;1
2231;pace;;1
2232;Tush,;1
2233;apply;1
2234;mart;1
2235;bodkin?;1
2236;Neither;1
2237;mark;1
2238;tribute;1
2239;*EITHER*:;1
2240;base;1
2241;moods,;1
2242;Beware;1
2243;Attendant.;1
2244;fingers;1
2245;loss;1
2246;90;1
2247;trifling;1
2248;preliminary;1
2249;age,;1
2250;incestuous,;1
2251;blench,;1
2252;supposal;1
2253;otherwise.?;1
2254;unnatural.;1
2255;Heavens;1
2256;indict;1
2257;wore;1
2258;stated;1
2259;bawdy;1
2260;medium,;1
2261;secret;1
2262;confin'd;1
2263;yourself,;1
2264;throwing;1
2265;slave;1
2266;two.;1
2267;deliver'd,;1
2268;peace;;1
2269;cannot,;1
2270;congregation;1
2271;peace.;1
2272;impotence;1
2273;Norway.;1
2274;fifty,;1
2275;bawd;1
2276;combat;;1
2277;juice;1
2278;bear,;1
2279;Norway?;1
2280;delay,;1
2281;Gracious,;1
2282;soldier;1
2283;duller;1
2284;Shakespeare's;1
2285;hasty;1
2286;spake,;1
2287;Drabbing.;1
2288;prepared;1
2289;appal;1
2290;craft;1
2291;recks;1
2292;expenses,;1
2293;EXPRESS;1
2294;natures.;1
2295;dirge;1
2296;falling-off;1
2297;dircompg@pobox.com;1
2298;discover;1
2299;'Man;1
2300;Adieu.;1
2301;Adieu,;1
2302;world!;1
2303;SEND;1
2304;gore,;1
2305;green,;1
2306;estimation;1
2307;Can;1
2308;hast,;1
2309;few,;1
2310;SCENE.-;1
2311;100,000,000=Trillion];1
2312;yea,;1
2313;enmity;1
2314;Gutenberg/CMU",;1
2315;CONDITIONS;1
2316;spend;1
2317;extinct;1
2318;Officer.;1
2319;grave;1
2320;profit,;1
2321;assistant;1
2322;carbuncles,;1
2323;heavens!;1
2324;heavens,;1
2325;deductible;1
2326;temple;1
2327;book.;1
2328;sorry.;1
2329;toe?;1
2330;A);1
2331;caviary;1
2332;(which;1
2333;kites;1
2334;Marcellus?;1
2335;music;1
2336;yesterday,;1
2337;accident,;1
2338;Resembles;1
2339;empire;1
2340;wish'd.;1
2341;moving;1
2342;fairy;1
2343;springes;1
2344;officers,;1
2345;sounded,;1
2346;horse,;1
2347;B);1
2348;Computers,;1
2349;B.;1
2350;Julius;1
2351;AN;1
2352;AT;1
2353;Observe;1
2354;note,;1
2355;Readable;1
2356;beware;1
2357;O'er;1
2358;Meet;1
2359;fair,;1
2360;least;1
2361;An;1
2362;individable,;1
2363;fair?;1
2364;'friend,';1
2365;Fie!;1
2366;******This;1
2367;sweep;1
2368;Takes;1
2369;*not*;1
2370;Cyclops';1
2371;slay;1
2372;Thy;1
2373;stung;1
2374;Taken;1
2375;MERCHANTABILITY;1
2376;cold.;1
2377;Soft;1
2378;cold,;1
2379;Marcellus!;1
2380;Soldiers,;1
2381;hand,;1
2382;thorns;1
2383;vulgar:;1
2384;official;1
2385;spring;1
2386;open'd,;1
2387;neer;1
2388;line-;1
2389;surrender;1
2390;[Voltemand,;1
2391;meaning.;1
2392;users;1
2393;volume;1
2394;Sentinels-[first,];1
2395;equipment.;1
2396;materials;1
2397;advisor**;1
2398;Soil;1
2399;loose;1
2400;loathsome;1
2401;crawling;1
2402;(and;1
2403;thorny;1
2404;censure,;1
2405;precurse;1
2406;private;1
2407;ourselves,;1
2408;perturbed;1
2409;ourselves.;1
2410;sleeping;1
2411;gates;1
2412;calamity;1
2413;Revisits;1
2414;forts;1
2415;fails;1
2416;vanquisher,;1
2417;obeys,;1
2418;encompassment;1
2419;lov'd.;1
2420;shouldst;1
2421;Replacement;1
2422;chiefly;1
2423;ENCOURAGED);1
2424;whereof,;1
2425;grave?;1
2426;ignorant,;1
2427;noted;1
2428;rise,;1
2429;well-took;1
2430;forgeries;1
2431;sweat;1
2432;winking,;1
2433;swear;1
2434;traduc'd;1
2435;education;1
2436;release;1
2437;INDEMNITY:;1
2438;fancy;;1
2439;assays;1
2440;sullies;1
2441;controversy.;1
2442;Away,;1
2443;outbreak;1
2444;Lends;1
2445;[Reads];1
2446;narrow;1
2447;brave;1
2448;funeral.;1
2449;funeral,;1
2450;melt,;1
2451;laws,;1
2452;e'il;1
2453;page);1
2454;etc.;1
2455;Too;1
2456;Jephthah?;1
2457;queen.;1
2458;fadoms;1
2459;graves;1
2460;US!;1
2461;resolutes,;1
2462;yours.;1
2463;more,;1
2464;eyases,;1
2465;evermore,;1
2466;chariest;1
2467;oppressor's;1
2468;queen';1
2469;Ber.];1
2470;spirits,;1
2471;too;;1
2472;tormenting;1
2473;pastors;1
2474;rights;1
2475;more!;1
2476;obstinate;1
2477;does-;1
2478;Meantime;1
2479;thousand.;1
2480;donations.;1
2481;Respeaking;1
2482;weighing;1
2483;stubbornness.;1
2484;too,;1
2485;too-;1
2486;author,;1
2487;preceding;1
2488;dawning;1
2489;cock.;1
2490;cock,;1
2491;coted;1
2492;FITNESS;1
2493;news,;1
2494;murther'd,;1
2495;news.;1
2496;honor;1
2497;circumscrib'd;1
2498;consider'd;1
2499;dream:;1
2500;#1787];1
2501;dream.;1
2502;(#100);1
2503;hallow'd;1
2504;mercy,;1
2505;moist;1
2506;entrance;1
2507;Prompted;1
2508;new;1
